No.;Gene name;Drug target oncokb
10296;ADAMTS2;#N/A
10297;MORC2;#N/A
10298;CFHR3;#N/A
10299;TMEM89;#N/A
10300;C1orf109;#N/A
10301;RASL10A;#N/A
10302;CINP;#N/A
10303;VIPAS39;#N/A
10304;SULT4A1;#N/A
10305;SV2A;#N/A
10306;RASSF6;#N/A
10307;SCFD2;#N/A
10308;CRYGC;#N/A
10309;FAM53C;#N/A
10310;CDC42BPB;#N/A
10311;KIAA1522;#N/A
10312;CCNG2;#N/A
10313;SKIV2L;#N/A
10314;THNSL1;#N/A
10315;MAGEB16;#N/A
10316;ELAVL4;#N/A
10317;OBP2A;#N/A
10318;THAP8;#N/A
10319;TSPAN13;#N/A
10320;ZNF346;#N/A
10321;NAGPA;#N/A
10322;NAPSA;#N/A
10323;ZC3H12D;#N/A
10324;ENDOD1;#N/A
10325;MNS1;#N/A
10326;NUDT12;#N/A
10327;DCLRE1A;#N/A
10328;HEATR6;#N/A
10329;RBM3;#N/A
10330;TNFRSF21;#N/A
10331;HOMEZ;#N/A
10332;FLAD1;#N/A
10333;SLC35B2;#N/A
10334;BPHL;#N/A
10335;GRIN2C;#N/A
10336;HLA-DQB2;#N/A
10337;POMT1;#N/A
10338;PLOD2;#N/A
10339;TMCO6;#N/A
10340;NDUFB4;#N/A
10341;ETFB;#N/A
10342;RGS9;#N/A
10343;RHOBTB2;#N/A
10344;LIPT1;#N/A
10345;CTRB1;#N/A
10346;NQO2;#N/A
10347;OGDHL;#N/A
10348;ITLN2;#N/A
10349;WSB2;#N/A
10350;ZNF704;#N/A
10351;HEATR5A;#N/A
10352;HERC6;#N/A
10353;SGCB;#N/A
10354;TTC23L;#N/A
10355;DCAF12;#N/A
10356;AKR7A3;#N/A
10357;MT-ATP8;#N/A
10358;PIP4K2C;#N/A
10359;ANKS6;#N/A
10360;ZNF232;#N/A
10361;INPP1;#N/A
10362;DPYS;#N/A
10363;CPA1;#N/A
10364;ST7;#N/A
10365;GYG1;#N/A
10366;NMNAT1;#N/A
10367;AGA;#N/A
10368;SYTL1;#N/A
10369;UBE2J2;#N/A
10370;TOR1B;#N/A
10371;ZFYVE21;#N/A
10372;SAMD4B;#N/A
10373;CENPP;#N/A
10374;ISCA2;#N/A
10375;PLAC9;#N/A
10376;TRAPPC9;#N/A
10377;CLIC5;#N/A
10378;ADCK1;#N/A
10379;BOD1;#N/A
10380;TMEM223;#N/A
10381;PADI4;#N/A
10382;MAGEF1;#N/A
10383;CARD10;#N/A
10384;SIDT2;#N/A
10385;OXNAD1;#N/A
10386;GPR137B;#N/A
10387;KLHL18;#N/A
10388;TMEM245;#N/A
10389;FKBP2;#N/A
10390;MTMR2;#N/A
10391;GNMT;#N/A
10392;LENG9;#N/A
10393;HIBCH;#N/A
10394;N4BP3;#N/A
10395;HID1;#N/A
10396;SCGB3A1;#N/A
10397;SCGB3A2;#N/A
10398;PIGH;#N/A
10399;NUDT19;#N/A
10400;KLHL14;#N/A
10401;EMG1;#N/A
10402;LILRA3;#N/A
10403;MAGEB6;#N/A
10404;TSPAN15;#N/A
10405;AARS1;#N/A
10406;ANKRD52;#N/A
10407;MREG;#N/A
10408;SCEL;#N/A
10409;BBS5;#N/A
10410;CDC42BPG;#N/A
10411;KLRF1;#N/A
10412;ASB1;#N/A
10413;USE1;#N/A
10414;ATP5MG;#N/A
10415;OGFOD1;#N/A
10416;MAST2;#N/A
10417;MYLK4;#N/A
10418;RAB3D;#N/A
10419;ADRB1;#N/A
10420;LMTK2;#N/A
10421;LMF1;#N/A
10422;HPR;#N/A
10423;ARHGEF10L;#N/A
10424;MYL6B;#N/A
10425;PCYT2;#N/A
10426;ALS2;#N/A
10427;YBX2;#N/A
10428;INPP5E;#N/A
10429;PLD6;#N/A
10430;CHCHD1;#N/A
10431;BCAT2;#N/A
10432;MAP4K2;#N/A
10433;ARRDC4;#N/A
10434;COLGALT1;#N/A
10435;MYOF;#N/A
10436;PLEKHH2;#N/A
10437;UBE2F;#N/A
10438;DMBT1;#N/A
10439;FBXO24;#N/A
10440;TMED4;#N/A
10441;NDUFV3;#N/A
10442;THOC3;#N/A
10443;HIGD2A;#N/A
10444;PITPNM3;#N/A
10445;ABHD14A;#N/A
10446;MTX2;#N/A
10447;RFT1;#N/A
10448;ACP3;#N/A
10449;UGT1A9;#N/A
10450;SEMA4B;#N/A
10451;NDUFA6;#N/A
10452;C1orf198;#N/A
10453;ANKRD29;#N/A
10454;METTL21A;#N/A
10455;KRBA1;#N/A
10456;PPFIA4;#N/A
10457;SPRY4;#N/A
10458;ZNF443;#N/A
10459;KIF13B;#N/A
10460;FBXL12;#N/A
10461;PMP22;#N/A
10462;ARSB;#N/A
10463;CCR9;#N/A
10464;NT5DC1;#N/A
10465;TPCN2;#N/A
10466;IMMP1L;#N/A
10467;MPST;#N/A
10468;ALDH5A1;#N/A
10469;ADPGK;#N/A
10470;AQP3;#N/A
10471;CNN2;#N/A
10472;PTCD1;#N/A
10473;RPS19BP1;#N/A
10474;NSG1;#N/A
10475;SAMD3;#N/A
10476;NUTF2;#N/A
10477;EPS8L2;#N/A
10478;CST7;#N/A
10479;PITRM1;#N/A
10480;CUTA;#N/A
10481;DDX28;#N/A
10482;ATPAF1;#N/A
10483;MTFP1;#N/A
10484;C3orf33;#N/A
10485;TBCE;#N/A
10486;CYP3A4;#N/A
10487;AGR3;#N/A
10488;PLB1;#N/A
10489;CHMP1B;#N/A
10490;DOCK3;#N/A
10491;CIDEC;#N/A
10492;C1GALT1;#N/A
10493;HINT3;#N/A
10494;PCP4L1;#N/A
10495;PCLO;#N/A
10496;CHN2;#N/A
10497;PTPN7;#N/A
10498;DUSP2;#N/A
10499;TRIM4;#N/A
10500;KIF13A;#N/A
10501;APEH;#N/A
10502;ABHD10;#N/A
10503;SFI1;#N/A
10504;BHLHB9;#N/A
10505;DENND3;#N/A
10506;VIL1;#N/A
10507;ZBTB22;#N/A
10508;MRPS18B;#N/A
10509;UBTD1;#N/A
10510;SLC25A25;#N/A
10511;MINK1;#N/A
10512;STARD7;#N/A
10513;PPIP5K1;#N/A
10514;SMG8;#N/A
10515;VPS33B;#N/A
10516;GTPBP1;#N/A
10517;PCDH20;#N/A
10518;PCDHGC3;#N/A
10519;HDGFL3;#N/A
10520;DDX11;#N/A
10521;SNX24;#N/A
10522;BCAS4;#N/A
10523;TFB1M;#N/A
10524;ZNRF2;#N/A
10525;STAB2;#N/A
10526;RABL3;#N/A
10527;NMRAL1;#N/A
10528;MRPL57;#N/A
10529;MRFAP1;#N/A
10530;CMTM6;#N/A
10531;GFUS;#N/A
10532;TP53I3;#N/A
10533;CHAD;#N/A
10534;KIR2DL2;#N/A
10535;ABHD11;#N/A
10536;CAPN5;#N/A
10537;SLC39A14;#N/A
10538;C2orf72;#N/A
10539;MAGEH1;#N/A
10540;CHMP4A;#N/A
10541;CCK;#N/A
10542;LIPC;#N/A
10543;GFRA4;#N/A
10544;ENDOV;#N/A
10545;MBD6;x
10546;MBLAC2;#N/A
10547;TAF4B;#N/A
10548;KDM4D;#N/A
10549;MAP9;#N/A
10550;SULT1E1;#N/A
10551;C2orf68;#N/A
10552;LAG3;#N/A
10553;HMGN2;#N/A
10554;POC1B;#N/A
10555;SCO1;#N/A
10556;CLIP2;#N/A
10557;RWDD3;#N/A
10558;SAP30BP;#N/A
10559;NRSN2;#N/A
10560;ICA1;#N/A
10561;LPCAT1;#N/A
10562;SMARCAL1;#N/A
10563;MXD3;#N/A
10564;PEX12;#N/A
10565;NGLY1;#N/A
10566;RELT;#N/A
10567;SLC16A13;#N/A
10568;GTPBP8;#N/A
10569;FAM210A;#N/A
10570;PITPNM2;#N/A
10571;IP6K3;#N/A
10572;ZNF501;#N/A
10573;RCL1;#N/A
10574;EMILIN3;#N/A
10575;NTS;#N/A
10576;CIB4;#N/A
10577;GSKIP;#N/A
10578;ASB8;#N/A
10579;STK38L;#N/A
10580;SYNGR1;#N/A
10581;SYNGAP1;#N/A
10582;KIF17;#N/A
10583;CETN3;#N/A
10584;AMBP;#N/A
10585;COX6A1;#N/A
10586;CLEC18A;#N/A
10587;BRPF3;#N/A
10588;STOX2;#N/A
10589;FMR1NB;#N/A
10590;FAM111A;#N/A
10591;SIT1;#N/A
10592;PRKX;#N/A
10593;SIK1;#N/A
10594;GIPC2;#N/A
10595;FAM110A;#N/A
10596;CENPT;#N/A
10597;LRFN1;#N/A
10598;DHRS1;#N/A
10599;SPCS1;#N/A
10600;FAM174A;#N/A
10601;SLC25A17;#N/A
10602;MGAT2;#N/A
10603;PEX11B;#N/A
10604;CHST7;#N/A
10605;PEX11A;#N/A
10606;HSD17B11;#N/A
10607;ZNF394;#N/A
10608;TRMT44;#N/A
10609;COX7A2L;#N/A
10610;TMX2;#N/A
10611;CLEC2L;#N/A
10612;NIT1;#N/A
10613;MRPL17;#N/A
10614;CARHSP1;#N/A
10615;PLOD1;#N/A
10616;SERINC2;#N/A
10617;SEC22A;#N/A
10618;GCA;#N/A
10619;GGCX;#N/A
10620;DPY19L1;#N/A
10621;EMC1;#N/A
10622;PHRF1;#N/A
10623;ARHGAP19;#N/A
10624;PWP2;#N/A
10625;FRA10AC1;#N/A
10626;CHRM3;#N/A
10627;EPHX1;#N/A
10628;DNAJC19;#N/A
10629;RAMP1;#N/A
10630;TNRC18;#N/A
10631;MMAB;#N/A
10632;NAA30;#N/A
10633;SLC41A1;#N/A
10634;GALNT10;#N/A
10635;TBC1D17;#N/A
10636;PRX;#N/A
10637;TIMM10;#N/A
10638;POLG2;#N/A
10639;SLC25A24;#N/A
10640;TRIM3;#N/A
10641;MSL3;#N/A
10642;OPCML;#N/A
10643;FLYWCH1;#N/A
10644;INIP;#N/A
10645;PI4K2A;#N/A
10646;MTM1;#N/A
10647;EIF4EBP3;#N/A
10648;KLRG2;#N/A
10649;TSPAN33;#N/A
10650;OPRL1;#N/A
10651;PKIA;#N/A
10652;SH3RF3;#N/A
10653;PCYT1B;#N/A
10654;DPCD;#N/A
10655;THAP9;#N/A
10656;RTN3;#N/A
10657;SAP30L;#N/A
10658;CTRC;#N/A
10659;RNASE13;#N/A
10660;PLEKHG3;#N/A
10661;CLCC1;#N/A
10662;B4GALT4;#N/A
10663;LRFN4;#N/A
10664;IGSF21;#N/A
10665;IDI1;#N/A
10666;TGM3;#N/A
10667;FDPS;#N/A
10668;CUTC;#N/A
10669;IGSF3;#N/A
10670;ABT1;#N/A
10671;CRB2;#N/A
10672;CDSN;#N/A
10673;PHKA2;#N/A
10674;SH3PXD2B;#N/A
10675;LURAP1L;#N/A
10676;SLC38A10;#N/A
10677;ZKSCAN5;#N/A
10678;PTS;#N/A
10679;DHRS7B;#N/A
10680;TMSB10;#N/A
10681;SH3YL1;#N/A
10682;STAMBPL1;#N/A
10683;DNAJC1;#N/A
10684;UNC5CL;#N/A
10685;FBXO44;#N/A
10686;TOM1L2;#N/A
10687;PCP4;#N/A
10688;ATG10;#N/A
10689;TREML2;#N/A
10690;ELAC2;#N/A
10691;TMED9;#N/A
10692;FDX1;#N/A
10693;AKIP1;#N/A
10694;CEP95;#N/A
10695;RBM19;#N/A
10696;RGPD8;#N/A
10697;ARC;#N/A
10698;SLC16A3;#N/A
10699;PHF23;#N/A
10700;SYT2;#N/A
10701;PCYOX1L;#N/A
10702;ADM;#N/A
10703;PKIG;#N/A
10704;HEMK1;#N/A
10705;LALBA;#N/A
10706;CCDC88C;#N/A
10707;DENND1A;#N/A
10708;LTB;x
10709;SYF2;#N/A
10710;DPH3;#N/A
10711;TMEM39B;#N/A
10712;ZNF607;#N/A
10713;GEMIN8;#N/A
10714;MAP3K13;x
10715;PCK1;#N/A
10716;CDKL2;#N/A
10717;ZNF101;#N/A
10718;ABTB2;#N/A
10719;TMSB4Y;#N/A
10720;WDR5B;#N/A
10721;MAN2B1;#N/A
10722;ZDBF2;#N/A
10723;CROT;#N/A
10724;CASKIN2;#N/A
10725;TMED3;#N/A
10726;SUMF2;#N/A
10727;R3HCC1L;#N/A
10728;ARFGAP3;#N/A
10729;LRCH4;#N/A
10730;PDZD8;#N/A
10731;RNF125;#N/A
10732;MAP1LC3B2;#N/A
10733;PHETA2;#N/A
10734;EXTL2;#N/A
10735;CYB5R3;#N/A
10736;ZNF57;#N/A
10737;MARCHF5;#N/A
10738;WDR25;#N/A
10739;FAM104A;#N/A
10740;ANKS3;#N/A
10741;UBXN10;#N/A
10742;SYTL3;#N/A
10743;LRRC47;#N/A
10744;PIP5K1B;#N/A
10745;METTL9;#N/A
10746;FIG4;#N/A
10747;GOSR2;#N/A
10748;GPANK1;#N/A
10749;MRPL33;#N/A
10750;DCBLD1;#N/A
10751;HEXB;#N/A
10752;NANOS1;#N/A
10753;MRPL23;#N/A
10754;TRAPPC4;#N/A
10755;FDFT1;#N/A
10756;GPR173;#N/A
10757;CCDC121;#N/A
10758;RABEP2;#N/A
10759;CRYBB2;#N/A
10760;TULP2;#N/A
10761;KBTBD8;#N/A
10762;NADK;x
10763;GFPT1;#N/A
10764;PNPLA1;#N/A
10765;CRYBB1;#N/A
10766;SAMM50;#N/A
10767;RFK;#N/A
10768;FBXO21;#N/A
10769;STRADB;#N/A
10770;HPS1;#N/A
10771;CCNY;#N/A
10772;CNIH4;#N/A
10773;FAM178B;#N/A
10774;GPR108;#N/A
10775;NRGN;#N/A
10776;CTIF;#N/A
10777;PDP2;#N/A
10778;KLHL21;#N/A
10779;CCDC87;#N/A
10780;HSD3B7;#N/A
10781;ME1;#N/A
10782;PDE4A;#N/A
10783;RNF135;#N/A
10784;PAK1IP1;#N/A
10785;LIMS2;#N/A
10786;GALNT8;#N/A
10787;FNBP4;#N/A
10788;TTC5;#N/A
10789;EVI5L;#N/A
10790;ADSS2;#N/A
10791;MUC5B;#N/A
10792;LMAN1;#N/A
10793;CANT1;x
10794;ZNF223;#N/A
10795;AVPI1;#N/A
10796;ZNF679;#N/A
10797;AQP5;#N/A
10798;LRRN4;#N/A
10799;FAM153A;#N/A
10800;NHEJ1;#N/A
10801;KCNAB3;#N/A
10802;COQ3;#N/A
10803;DGCR6L;#N/A
10804;FN3KRP;#N/A
10805;SFSWAP;#N/A
10806;OR8D2;#N/A
10807;C6orf15;#N/A
10808;RPL41;#N/A
10809;PRPF40B;#N/A
10810;PPFIBP2;#N/A
10811;ASB12;#N/A
10812;KLHL22;#N/A
10813;CLN6;#N/A
10814;R3HDM1;#N/A
10815;WIPF3;#N/A
10816;HEXA;#N/A
10817;ZNF70;#N/A
10818;CLYBL;#N/A
10819;SCUBE3;#N/A
10820;KANK1;#N/A
10821;PIGP;#N/A
10822;DDX31;#N/A
10823;B3GALNT2;#N/A
10824;LETM1;#N/A
10825;PEX5L;#N/A
10826;ZCCHC9;#N/A
10827;RHOBTB1;#N/A
10828;IGHMBP2;#N/A
10829;RABIF;#N/A
10830;EML2;#N/A
10831;NNT;#N/A
10832;MSANTD4;#N/A
10833;DDR1;#N/A
10834;NXNL1;#N/A
10835;KIF3C;#N/A
10836;TBC1D24;#N/A
10837;CWC25;#N/A
10838;C19orf33;#N/A
10839;APBB3;#N/A
10840;CDRT15;#N/A
10841;PYGO2;#N/A
10842;JOSD1;#N/A
10843;BOLA2;#N/A
10844;FCAR;#N/A
10845;BLOC1S1;#N/A
10846;UBE2G2;#N/A
10847;TRHDE;#N/A
10848;ELOVL1;#N/A
10849;CD207;#N/A
10850;HAO1;#N/A
10851;ZNF777;#N/A
10852;SCN1B;#N/A
10853;FDXACB1;#N/A
10854;SYTL2;#N/A
10855;PPM1K;#N/A
10856;GALNT1;#N/A
10857;GPBP1L1;#N/A
10858;PRB3;#N/A
10859;GGNBP2;#N/A
10860;MARVELD2;#N/A
10861;QPCT;#N/A
10862;CPSF4L;#N/A
10863;MRPL51;#N/A
10864;EMC3;#N/A
10865;UROS;#N/A
10866;BOLA3;#N/A
10867;WNK4;#N/A
10868;DCST1;#N/A
10869;CLIC6;#N/A
10870;DNASE2;#N/A
10871;HYLS1;#N/A
10872;COG4;#N/A
10873;RAB37;#N/A
10874;SPINK5;#N/A
10875;ANP32E;#N/A
10876;SNX15;#N/A
10877;CCDC112;#N/A
10878;DOC2A;#N/A
10879;FABP2;#N/A
10880;AP3S2;#N/A
10881;BCAS1;#N/A
10882;FBXO27;#N/A
10883;C4orf19;#N/A
10884;ZDHHC7;#N/A
10885;PPP1R11;#N/A
10886;ITGA9;#N/A
10887;PRTG;#N/A
10888;CHCHD4;#N/A
10889;GBA2;#N/A
10890;IFT122;#N/A
10891;SERGEF;#N/A
10892;SMAP1;#N/A
10893;SPATS2;#N/A
10894;NLGN2;#N/A
10895;SWAP70;#N/A
10896;OXA1L;#N/A
10897;CRHR2;#N/A
10898;NHSL1;#N/A
10899;GPT;#N/A
10900;ZDHHC16;#N/A
10901;PIGC;#N/A
10902;ALDH3A1;#N/A
10903;CCDC115;#N/A
10904;MT-ND3;#N/A
10905;MRPS21;#N/A
10906;ASTL;#N/A
10907;NTAN1;#N/A
10908;H2AZ2;#N/A
10909;REC8;#N/A
10910;PCDHB10;#N/A
10911;LMLN;#N/A
10912;FGD5;#N/A
10913;UAP1;#N/A
10914;ATP6V0B;#N/A
10915;RPUSD3;#N/A
10916;SMAP2;#N/A
10917;ZDHHC23;#N/A
10918;SIRT5;#N/A
10919;DDX55;#N/A
10920;LRRC49;#N/A
10921;PRAP1;#N/A
10922;IL17RD;#N/A
10923;SLC25A23;#N/A
10924;PRRT2;#N/A
10925;HERPUD2;#N/A
10926;HOXA13;#N/A
10927;CLEC4G;#N/A
10928;FAM124A;#N/A
10929;FAM3D;#N/A
10930;AMPD2;#N/A
10931;ST3GAL5;#N/A
10932;POC5;#N/A
10933;APMAP;#N/A
10934;KCNIP1;#N/A
10935;SARS2;#N/A
10936;TOMM7;#N/A
10937;KLHL9;#N/A
10938;COL11A2;#N/A
10939;RAB27B;#N/A
10940;TREML1;#N/A
10941;CYP2S1;#N/A
10942;COQ6;#N/A
10943;C1orf159;#N/A
10944;ATAD1;#N/A
10945;FAM168B;#N/A
10946;NPHS2;#N/A
10947;ACOT11;#N/A
10948;ACAP1;#N/A
10949;SDCCAG8;#N/A
10950;ACAA2;#N/A
10951;LARS2;#N/A
10952;LYPLA2;#N/A
10953;WDR19;#N/A
10954;ACAD10;#N/A
10955;HMGN3;#N/A
10956;HMGN4;#N/A
10957;PATL1;#N/A
10958;PARP8;#N/A
10959;USP9Y;#N/A
10960;ARL4A;#N/A
10961;NEU3;#N/A
10962;VPS53;#N/A
10963;SAT2;#N/A
10964;GALM;#N/A
10965;ASAP3;#N/A
10966;NUAK2;#N/A
10967;C16orf74;#N/A
10968;SRSF4;#N/A
10969;MFF;#N/A
10970;IMPA1;#N/A
10971;BPGM;#N/A
10972;CDC42SE1;#N/A
10973;CNNM4;#N/A
10974;ACO2;#N/A
10975;A1CF;#N/A
10976;CPNE2;#N/A
10977;CMIP;#N/A
10978;HTR7;#N/A
10979;RELL1;#N/A
10980;SNX22;#N/A
10981;EPS8L3;#N/A
10982;GLDC;#N/A
10983;RAB41;#N/A
10984;TMEM30B;#N/A
10985;IFT140;#N/A
10986;FBXO33;#N/A
10987;POMT2;#N/A
10988;ZNF641;#N/A
10989;CYP27C1;#N/A
10990;SGK3;#N/A
10991;KCNQ3;#N/A
10992;ZC3H4;#N/A
10993;KIFC1;#N/A
10994;IYD;#N/A
10995;PIPOX;#N/A
10996;SLC9A8;#N/A
10997;COQ5;#N/A
10998;CACNA1H;#N/A
10999;SNAPC5;#N/A
11000;SSX2B;#N/A
11001;SFTPA1;#N/A
11002;RNF165;#N/A
11003;HSD17B7;#N/A
11004;TDP1;#N/A
11005;MSTO1;#N/A
11006;BTF3L4;#N/A
11007;STOML1;#N/A
11008;HGD;#N/A
11009;GMDS;#N/A
11010;ZNF48;#N/A
11011;PPIL3;#N/A
11012;ADORA2B;#N/A
11013;CAAP1;#N/A
11014;THTPA;#N/A
11015;AMIGO2;#N/A
11016;PIWIL2;#N/A
11017;GNE;#N/A
11018;PEX26;#N/A
11019;SLC25A35;#N/A
11020;HNMT;#N/A
11021;PHF11;#N/A
11022;ACADSB;#N/A
11023;GDA;#N/A
11024;MARF1;#N/A
11025;DGAT2;#N/A
11026;EPSTI1;#N/A
11027;GAMT;#N/A
11028;RAI2;#N/A
11029;HSD17B3;#N/A
11030;ZNF500;#N/A
11031;TMEM14A;#N/A
11032;RAPSN;#N/A
11033;WDR81;#N/A
11034;ZNF189;#N/A
11035;HSD17B12;#N/A
11036;PHLDB1;#N/A
11037;MS4A3;#N/A
11038;PRR13;#N/A
11039;ANXA4;#N/A
11040;FAM149B1;#N/A
11041;GULP1;#N/A
11042;COX14;#N/A
11043;GAGE12G;#N/A
11044;PLBD1;#N/A
11045;FAM167A;#N/A
11046;SEMA3A;#N/A
11047;NDUFC2;#N/A
11048;UBAP1;#N/A
11049;JRKL;#N/A
11050;THAP10;#N/A
11051;PRSS3;#N/A
11052;SPRED2;#N/A
11053;CCS;#N/A
11054;NT5C2;x
11055;SYNGR3;#N/A
11056;MT1X;#N/A
11057;SLC16A14;#N/A
11058;NECAP1;#N/A
11059;RNF214;#N/A
11060;TM9SF1;#N/A
11061;LRG1;#N/A
11062;DUT;#N/A
11063;CAMSAP1;#N/A
11064;SYTL5;#N/A
11065;HADH;#N/A
11066;ANAPC15;#N/A
11067;ZNF670;#N/A
11068;ASMTL;#N/A
11069;SCNN1D;#N/A
11070;SLAMF6;#N/A
11071;MAP3K15;#N/A
11072;PCDH10;#N/A
11073;SGSM3;#N/A
11074;ACBD4;#N/A
11075;C17orf49;#N/A
11076;WDR46;#N/A
11077;WASHC1;#N/A
11078;ALDH1L2;x
11079;PTGDR;#N/A
11080;CRELD1;#N/A
11081;NUBP1;#N/A
11082;IL27;#N/A
11083;MVK;#N/A
11084;BHMT;#N/A
11085;FAM50B;#N/A
11086;BBS10;#N/A
11087;FBXO34;#N/A
11088;CTDNEP1;x
11089;SULT2A1;#N/A
11090;TATDN2;#N/A
11091;ITPK1;#N/A
11092;GLO1;#N/A
11093;KLHL23;#N/A
11094;PAM16;#N/A
11095;CRELD2;#N/A
11096;MRPS18C;#N/A
11097;C22orf31;#N/A
11098;KCNK1;#N/A
11099;PPM1J;#N/A
11100;CHKB;#N/A
11101;CDYL2;#N/A
11102;CORO2B;#N/A
11103;AGK;#N/A
11104;GPN2;#N/A
11105;SNX25;#N/A
11106;UGP2;#N/A
11107;NAIF1;#N/A
11108;ARHGAP22;#N/A
11109;KCTD15;#N/A
11110;SPRYD3;#N/A
11111;ADO;#N/A
11112;GRIK3;#N/A
11113;RMDN2;#N/A
11114;ATRN;#N/A
11115;SFXN4;#N/A
11116;ZFP62;#N/A
11117;USH1G;#N/A
11118;CTNNAL1;#N/A
11119;SPAG7;#N/A
11120;NAV2;#N/A
11121;APOF;#N/A
11122;OXCT2;#N/A
11123;ACHE;#N/A
11124;CCDC71;#N/A
11125;TMEM143;#N/A
11126;PIGW;#N/A
11127;SLITRK5;#N/A
11128;SLC1A4;#N/A
11129;ZSCAN22;#N/A
11130;SLC6A15;#N/A
11131;DOC2B;#N/A
11132;LMAN2L;#N/A
11133;SCT;#N/A
11134;MSRB1;#N/A
11135;PHYKPL;#N/A
11136;SENP8;#N/A
11137;ITM2A;#N/A
11138;FLRT3;#N/A
11139;SLC40A1;#N/A
11140;DUSP28;#N/A
11141;TYSND1;#N/A
11142;SUPV3L1;#N/A
11143;NENF;#N/A
11144;TTC21A;#N/A
11145;MRPL35;#N/A
11146;LURAP1;#N/A
11147;TTC8;#N/A
11148;HAAO;#N/A
11149;ARMC7;#N/A
11150;MSANTD3;#N/A
11151;GLB1L3;#N/A
11152;CCDC97;#N/A
11153;YBEY;#N/A
11154;C17orf80;#N/A
11155;UBIAD1;#N/A
11156;YIPF1;#N/A
11157;CAMP;#N/A
11158;SAG;#N/A
11159;DNLZ;#N/A
11160;B3GLCT;#N/A
11161;SLC25A20;#N/A
11162;MRPL34;#N/A
11163;TTLL12;#N/A
11164;RGS6;#N/A
11165;UCP3;#N/A
11166;IGKV4-1;#N/A
11167;ZDHHC3;#N/A
11168;ATL1;#N/A
11169;LZTFL1;#N/A
11170;TBCCD1;#N/A
11171;WDR47;#N/A
11172;DLK2;#N/A
11173;AMIGO3;#N/A
11174;IDH2;x
11175;FBXO10;#N/A
11176;TTYH2;#N/A
11177;ARMCX2;#N/A
11178;BCKDHA;#N/A
11179;BAHCC1;#N/A
11180;FXYD7;#N/A
11181;MMP25;#N/A
11182;EPPIN-WFDC6;#N/A
11183;FAM111B;#N/A
11184;ZNF215;#N/A
11185;KLRC3;#N/A
11186;SGSH;#N/A
11187;ZNF821;#N/A
11188;PPIL1;#N/A
11189;NLRP4;#N/A
11190;MARS2;#N/A
11191;FAM136A;#N/A
11192;CATSPER4;#N/A
11193;ETNK2;#N/A
11194;ORAI3;#N/A
11195;ATP2C2;#N/A
11196;SLC5A2;#N/A
11197;CELF2;#N/A
11198;MTHFSD;#N/A
11199;PHYH;#N/A
11200;SLC6A8;#N/A
11201;CCDC13;#N/A
11202;OLIG2;#N/A
11203;TDRD7;#N/A
11204;BET1L;#N/A
11205;BLOC1S3;#N/A
11206;UCK1;#N/A
11207;KCNE1;#N/A
11208;GLUD2;#N/A
11209;COG8;#N/A
11210;EIF1AD;#N/A
11211;NFU1;#N/A
11212;GOLPH3L;#N/A
11213;DRP2;#N/A
11214;EIF4H;#N/A
11215;CCNI;#N/A
11216;JCHAIN;#N/A
11217;APRT;#N/A
11218;CAB39L;#N/A
11219;DYRK3;#N/A
11220;POLR3GL;#N/A
11221;ZNF512;#N/A
11222;MAN1A1;#N/A
11223;BEX5;#N/A
11224;AP5B1;#N/A
11225;SNX7;#N/A
11226;SQLE;#N/A
11227;ACOT2;#N/A
11228;GPATCH1;#N/A
11229;MLC1;#N/A
11230;SPATA22;#N/A
11231;KCNH1;#N/A
11232;GNS;#N/A
11233;ACSF2;#N/A
11234;NUDT14;#N/A
11235;ZNF618;#N/A
11236;ATF7IP2;#N/A
11237;SYBU;#N/A
11238;PPP1R3B;#N/A
11239;ZNF385C;#N/A
11240;GP9;#N/A
11241;TECPR2;#N/A
11242;ACTL7A;#N/A
11243;CCDC167;#N/A
11244;MT1A;#N/A
11245;IQCE;#N/A
11246;OTC;#N/A
11247;NOXA1;#N/A
11248;DLGAP4;#N/A
11249;CC2D1A;#N/A
11250;TRPT1;#N/A
11251;KRTAP9-2;#N/A
11252;PPP1R3F;#N/A
11253;NRAP;#N/A
11254;SOWAHC;#N/A
11255;UNC13D;#N/A
11256;MYRIP;#N/A
11257;RNF220;#N/A
11258;MAMLD1;#N/A
11259;COX20;#N/A
11260;KCNG3;#N/A
11261;KCNS3;#N/A
11262;DNAH9;#N/A
11263;DRG2;#N/A
11264;FXYD1;#N/A
11265;MAN2B2;#N/A
11266;KIAA1143;#N/A
11267;EIF2D;#N/A
11268;CRYBB3;#N/A
11269;ICOSLG;x
11270;TTC13;#N/A
11271;SLAIN1;#N/A
11272;RBM20;#N/A
11273;FAM171A1;#N/A
11274;TMEM109;#N/A
11275;LRRC23;#N/A
11276;PLEKHH1;#N/A
11277;SYT10;#N/A
11278;RAB24;#N/A
11279;MTMR12;#N/A
11280;FAM32A;#N/A
11281;H1-6;#N/A
11282;NRBP2;#N/A
11283;IQSEC2;#N/A
11284;ADAMTS13;#N/A
11285;SLC20A1;#N/A
11286;BEND4;#N/A
11287;HSDL2;#N/A
11288;TRIM9;#N/A
11289;PCSK6;#N/A
11290;LPCAT4;#N/A
11291;MON1B;#N/A
11292;DNAL4;#N/A
11293;RSC1A1;#N/A
11294;CCL28;#N/A
11295;NRIP3;#N/A
11296;ASB13;#N/A
11297;NLRP7;#N/A
